start_at,symbol,period,open,high,low,close
1604275200,ETHUSD,1,396.84,397.13,396.84,397.13
1604275260,ETHUSD,1,397.13,397.65,397.13,397.65
1604275320,ETHUSD,1,397.65,398.52,397.64,398.35
1604275380,ETHUSD,1,398.35,398.61,398.18,398.49
1604275440,ETHUSD,1,398.49,398.93,398.41,398.75
1604275500,ETHUSD,1,398.75,399.02,398.74,399.02
1604275560,ETHUSD,1,399.02,399.38,399.02,399.25
1604275620,ETHUSD,1,399.25,399.83,399.25,399.6
1604275680,ETHUSD,1,399.6,399.6,399.14,399.39
1604275740,ETHUSD,1,399.39,399.46,398.74,398.81
1604275800,ETHUSD,1,398.81,399.12,398.81,399.01
1604275860,ETHUSD,1,399.01,399.19,398.86,398.88
1604275920,ETHUSD,1,398.88,399.03,398.83,399.03
1604275980,ETHUSD,1,399.03,399.18,399.01,399.05
1604276040,ETHUSD,1,399.05,399.29,398.89,399.29
1604276100,ETHUSD,1,399.29,399.75,399.29,399.67
1604276160,ETHUSD,1,399.67,399.91,399.67,399.89
1604276220,ETHUSD,1,399.89,400.12,399.89,400.12
1604276280,ETHUSD,1,400.12,400.52,400.12,400.39
1604276340,ETHUSD,1,400.39,400.39,399.99,399.99
1604276400,ETHUSD,1,399.99,399.99,399.73,399.8
1604276460,ETHUSD,1,399.8,399.8,399.38,399.48
1604276520,ETHUSD,1,399.48,400.34,399.39,400.33
1604276580,ETHUSD,1,400.33,400.9,400.29,400.88
1604276640,ETHUSD,1,400.88,401.24,400.88,401.03
1604276700,ETHUSD,1,401.03,401.21,400.86,400.86
1604276760,ETHUSD,1,400.86,400.88,400.71,400.86
1604276820,ETHUSD,1,400.86,400.88,400.74,400.75
1604276880,ETHUSD,1,400.75,400.77,400.66,400.72
1604276940,ETHUSD,1,400.72,401.0,400.72,401.0
1604277000,ETHUSD,1,401.0,401.58,401.0,401.51
1604277060,ETHUSD,1,401.51,401.77,401.37,401.7
1604277120,ETHUSD,1,401.7,401.78,401.51,401.53
1604277180,ETHUSD,1,401.53,401.53,401.04,401.31
1604277240,ETHUSD,1,401.31,401.64,401.17,401.26
1604277300,ETHUSD,1,401.26,401.61,401.26,401.41
1604277360,ETHUSD,1,401.41,401.45,401.21,401.33
1604277420,ETHUSD,1,401.33,401.49,401.32,401.35
1604277480,ETHUSD,1,401.35,401.85,401.34,401.85
