start_at,symbol,period,open,high,low,close
1635033600,ETHUSD,1,4168.96,4174.55,4168.93,4172.24
1635033660,ETHUSD,1,4172.24,4172.79,4169.64,4171.61
1635033720,ETHUSD,1,4171.61,4181.28,4170.59,4176.42
1635033780,ETHUSD,1,4176.42,4184.58,4176.38,4181.54
1635033840,ETHUSD,1,4181.54,4181.55,4171.55,4171.55
1635033900,ETHUSD,1,4171.55,4172.3,4162.55,4165.37
1635033960,ETHUSD,1,4165.37,4168.85,4163.17,4168.85
1635034020,ETHUSD,1,4168.85,4172.88,4167.68,4172.88
1635034080,ETHUSD,1,4172.88,4175.01,4172.88,4175.01
1635034140,ETHUSD,1,4175.01,4179.31,4175.01,4179.05
1635034200,ETHUSD,1,4179.05,4182.22,4178.95,4182.22
1635034260,ETHUSD,1,4182.22,4182.63,4180.94,4182.61
1635034320,ETHUSD,1,4182.61,4184.55,4182.22,4182.39
1635034380,ETHUSD,1,4182.39,4184.6,4178.33,4178.99
1635034440,ETHUSD,1,4178.99,4179.78,4177.92,4178.08
1635034500,ETHUSD,1,4178.08,4178.83,4173.73,4173.73
1635034560,ETHUSD,1,4173.73,4174.58,4170.68,4170.68
1635034620,ETHUSD,1,4170.68,4172.64,4169.56,4170.72
1635034680,ETHUSD,1,4170.72,4170.72,4169.07,4169.61
1635034740,ETHUSD,1,4169.61,4171.32,4166.64,4166.71
1635034800,ETHUSD,1,4166.71,4166.81,4162.76,4162.88
1635034860,ETHUSD,1,4162.88,4164.58,4162.86,4164.39
1635034920,ETHUSD,1,4164.39,4165.41,4162.44,4164.09
1635034980,ETHUSD,1,4164.09,4165.93,4163.0,4165.13
1635035040,ETHUSD,1,4165.13,4169.61,4165.13,4168.72
1635035100,ETHUSD,1,4168.72,4169.99,4168.7,4169.33
1635035160,ETHUSD,1,4169.33,4169.82,4165.68,4165.68
1635035220,ETHUSD,1,4165.68,4165.68,4163.64,4163.75
1635035280,ETHUSD,1,4163.75,4164.38,4158.04,4158.6
1635035340,ETHUSD,1,4158.6,4159.38,4157.76,4159.38
1635035400,ETHUSD,1,4159.38,4162.28,4158.59,4162.28
1635035460,ETHUSD,1,4162.28,4163.43,4159.38,4159.38
1635035520,ETHUSD,1,4159.38,4159.76,4152.44,4152.75
1635035580,ETHUSD,1,4152.75,4152.95,4150.38,4152.95
1635035640,ETHUSD,1,4152.95,4153.6,4151.82,4152.18
1635035700,ETHUSD,1,4152.18,4154.49,4150.99,4154.35
1635035760,ETHUSD,1,4154.35,4154.8,4153.76,4154.11
1635035820,ETHUSD,1,4154.11,4154.15,4152.55,4153.02
1635035880,ETHUSD,1,4153.02,4153.33,4147.21,4148.99
1635035940,ETHUSD,1,4148.99,4150.72,4148.79,4149.98
1635036000,ETHUSD,1,4149.98,4150.45,4147.8,4148.01
1635036060,ETHUSD,1,4148.01,4148.06,4141.5,4143.41
1635036120,ETHUSD,1,4143.41,4143.52,4140.74,4141.01
1635036180,ETHUSD,1,4141.01,4141.81,4140.38,4141.47
1635036240,ETHUSD,1,4141.47,4146.31,4141.19,4146.31
1635036300,ETHUSD,1,4146.31,4146.31,4142.57,4142.6
1635036360,ETHUSD,1,4142.6,4145.12,4142.6,4143.35
1635036420,ETHUSD,1,4143.35,4143.35,4139.58,4139.65
1635036480,ETHUSD,1,4139.65,4140.05,4136.86,4137.6
1635036540,ETHUSD,1,4137.6,4140.43,4136.84,4139.95
1635036600,ETHUSD,1,4139.95,4141.66,4139.38,4139.43
1635036660,ETHUSD,1,4139.43,4140.01,4138.54,4139.27
1635036720,ETHUSD,1,4139.27,4139.28,4138.04,4138.28
1635036780,ETHUSD,1,4138.28,4141.53,4137.96,4141.53
1635036840,ETHUSD,1,4141.53,4143.95,4140.0,4140.02
1635036900,ETHUSD,1,4140.02,4140.68,4139.64,4140.3
1635036960,ETHUSD,1,4140.3,4143.76,4140.05,4143.33
1635037020,ETHUSD,1,4143.33,4144.5,4137.89,4137.89
1635037080,ETHUSD,1,4137.89,4139.33,4136.34,4136.97
1635037140,ETHUSD,1,4136.97,4142.6,4136.94,4141.52
1635037200,ETHUSD,1,4141.52,4145.22,4139.92,4144.95
1635037260,ETHUSD,1,4144.95,4144.95,4143.79,4143.85
1635037320,ETHUSD,1,4143.85,4144.49,4143.57,4143.57
1635037380,ETHUSD,1,4143.57,4145.61,4143.57,4145.01
1635037440,ETHUSD,1,4145.01,4145.26,4143.63,4143.88
1635037500,ETHUSD,1,4143.88,4144.41,4141.27,4143.79
1635037560,ETHUSD,1,4143.79,4143.79,4142.16,4143.47
1635037620,ETHUSD,1,4143.47,4144.31,4143.09,4143.88
1635037680,ETHUSD,1,4143.88,4144.46,4143.86,4144.24
1635037740,ETHUSD,1,4144.24,4144.51,4143.14,4143.29
1635037800,ETHUSD,1,4143.29,4143.29,4141.02,4141.02
1635037860,ETHUSD,1,4141.02,4141.03,4137.7,4137.9
1635037920,ETHUSD,1,4137.9,4137.95,4133.23,4133.88
1635037980,ETHUSD,1,4133.88,4133.94,4129.0,4130.26
1635038040,ETHUSD,1,4130.26,4133.84,4130.16,4132.52
1635038100,ETHUSD,1,4132.52,4132.75,4128.01,4128.1
1635038160,ETHUSD,1,4128.1,4128.21,4125.97,4126.38
1635038220,ETHUSD,1,4126.38,4129.24,4126.38,4127.54
1635038280,ETHUSD,1,4127.54,4129.18,4123.77,4125.1
1635038340,ETHUSD,1,4125.1,4127.74,4124.86,4127.63
1635038400,ETHUSD,1,4127.63,4130.55,4127.46,4128.89
1635038460,ETHUSD,1,4128.89,4128.94,4128.26,4128.3
1635038520,ETHUSD,1,4128.3,4128.3,4124.94,4126.3
1635038580,ETHUSD,1,4126.3,4126.47,4123.59,4123.59
1635038640,ETHUSD,1,4123.59,4123.68,4121.36,4121.36
1635038700,ETHUSD,1,4121.36,4122.55,4121.15,4122.34
1635038760,ETHUSD,1,4122.34,4123.38,4122.07,4122.07
1635038820,ETHUSD,1,4122.07,4124.57,4120.74,4124.57
1635038880,ETHUSD,1,4124.57,4126.76,4124.35,4125.39
1635038940,ETHUSD,1,4125.39,4126.63,4124.5,4126.63
1635039000,ETHUSD,1,4126.63,4130.74,4126.63,4130.61
1635039060,ETHUSD,1,4130.61,4134.6,4130.61,4134.42
1635039120,ETHUSD,1,4134.42,4138.91,4134.24,4138.91
1635039180,ETHUSD,1,4138.91,4138.91,4135.21,4137.84
1635039240,ETHUSD,1,4137.84,4137.92,4135.75,4136.02
1635039300,ETHUSD,1,4136.02,4136.02,4132.26,4134.05
1635039360,ETHUSD,1,4134.05,4134.64,4132.48,4132.56
1635039420,ETHUSD,1,4132.56,4133.12,4130.38,4130.4
1635039480,ETHUSD,1,4130.4,4132.9,4130.2,4132.9
1635039540,ETHUSD,1,4132.9,4134.7,4132.58,4133.98
1635039600,ETHUSD,1,4133.98,4134.01,4130.44,4130.44
1635039660,ETHUSD,1,4130.44,4130.58,4127.7,4127.7
1635039720,ETHUSD,1,4127.7,4127.94,4126.09,4127.12
1635039780,ETHUSD,1,4127.12,4127.82,4126.66,4126.66
1635039840,ETHUSD,1,4126.66,4126.96,4124.96,4124.96
1635039900,ETHUSD,1,4124.96,4125.31,4117.61,4118.84
1635039960,ETHUSD,1,4118.84,4125.48,4117.46,4125.27
1635040020,ETHUSD,1,4125.27,4126.83,4121.2,4121.26
1635040080,ETHUSD,1,4121.26,4122.63,4119.95,4122.46
1635040140,ETHUSD,1,4122.46,4124.75,4122.33,4124.75
1635040200,ETHUSD,1,4124.75,4127.81,4124.71,4127.81
1635040260,ETHUSD,1,4127.81,4131.55,4127.23,4130.91
1635040320,ETHUSD,1,4130.91,4132.43,4129.53,4132.22
1635040380,ETHUSD,1,4132.22,4134.94,4132.22,4134.37
1635040440,ETHUSD,1,4134.37,4134.37,4132.48,4132.85
1635040500,ETHUSD,1,4132.85,4133.5,4130.51,4131.01
1635040560,ETHUSD,1,4131.01,4132.12,4130.38,4131.06
1635040620,ETHUSD,1,4131.06,4131.98,4130.83,4131.14
1635040680,ETHUSD,1,4131.14,4131.81,4130.91,4131.52
1635040740,ETHUSD,1,4131.52,4133.42,4131.22,4131.76
1635040800,ETHUSD,1,4131.76,4133.24,4131.27,4132.91
1635040860,ETHUSD,1,4132.91,4136.28,4132.9,4136.14
1635040920,ETHUSD,1,4136.14,4136.56,4134.94,4134.98
