start_at,symbol,period,open,high,low,close
1630368000,ETHUSD,1,3228.76,3230.15,3223.08,3223.08
1630368060,ETHUSD,1,3223.08,3227.79,3221.74,3227.06
1630368120,ETHUSD,1,3227.06,3229.79,3220.02,3220.92
1630368180,ETHUSD,1,3220.92,3221.8,3218.97,3221.05
1630368240,ETHUSD,1,3221.05,3231.88,3219.99,3230.39
1630368300,ETHUSD,1,3230.39,3242.28,3230.36,3241.36
1630368360,ETHUSD,1,3241.36,3242.22,3239.48,3242.22
1630368420,ETHUSD,1,3242.22,3242.36,3237.98,3237.98
1630368480,ETHUSD,1,3237.98,3248.41,3237.75,3246.02
1630368540,ETHUSD,1,3246.02,3246.88,3244.63,3246.11
1630368600,ETHUSD,1,3246.11,3246.11,3244.12,3244.34
1630368660,ETHUSD,1,3244.34,3244.39,3238.44,3239.66
1630368720,ETHUSD,1,3239.66,3244.97,3239.34,3244.95
1630368780,ETHUSD,1,3244.95,3249.04,3244.95,3246.31
1630368840,ETHUSD,1,3246.31,3248.46,3244.87,3246.93
1630368900,ETHUSD,1,3246.93,3246.93,3238.92,3238.92
1630368960,ETHUSD,1,3238.92,3240.23,3237.8,3239.77
1630369020,ETHUSD,1,3239.77,3240.67,3235.96,3236.16
1630369080,ETHUSD,1,3236.16,3236.16,3234.03,3234.44
1630369140,ETHUSD,1,3234.44,3234.44,3228.41,3229.51
1630369200,ETHUSD,1,3229.51,3229.52,3221.54,3221.72
1630369260,ETHUSD,1,3221.72,3222.35,3220.55,3221.22
1630369320,ETHUSD,1,3221.22,3221.72,3215.36,3217.37
1630369380,ETHUSD,1,3217.37,3225.03,3213.15,3225.03
1630369440,ETHUSD,1,3225.03,3225.73,3219.97,3220.72
1630369500,ETHUSD,1,3220.72,3220.72,3216.38,3216.77
1630369560,ETHUSD,1,3216.77,3217.15,3214.62,3214.88
1630369620,ETHUSD,1,3214.88,3214.88,3207.07,3209.48
1630369680,ETHUSD,1,3209.48,3210.04,3205.8,3208.26
1630369740,ETHUSD,1,3208.26,3209.53,3203.45,3203.45
1630369800,ETHUSD,1,3203.45,3204.99,3200.44,3203.37
1630369860,ETHUSD,1,3203.37,3203.37,3200.0,3200.0
1630369920,ETHUSD,1,3200.0,3211.09,3200.0,3211.09
1630369980,ETHUSD,1,3211.09,3213.02,3207.62,3208.37
1630370040,ETHUSD,1,3208.37,3208.37,3206.18,3206.24
1630370100,ETHUSD,1,3206.24,3206.6,3204.49,3206.46
1630370160,ETHUSD,1,3206.46,3211.79,3206.46,3210.27
1630370220,ETHUSD,1,3210.27,3210.46,3208.62,3209.2
1630370280,ETHUSD,1,3209.2,3209.32,3203.38,3203.63
1630370340,ETHUSD,1,3203.63,3203.91,3200.74,3200.74
1630370400,ETHUSD,1,3200.74,3200.74,3191.36,3192.66
1630370460,ETHUSD,1,3192.66,3199.88,3190.58,3199.88
1630370520,ETHUSD,1,3199.88,3203.22,3199.88,3202.78
1630370580,ETHUSD,1,3202.78,3202.96,3198.73,3199.32
1630370640,ETHUSD,1,3199.32,3199.32,3197.14,3197.83
1630370700,ETHUSD,1,3197.83,3197.85,3194.09,3195.75
1630370760,ETHUSD,1,3195.75,3204.55,3195.75,3204.55
1630370820,ETHUSD,1,3204.55,3207.59,3202.55,3207.15
1630370880,ETHUSD,1,3207.15,3207.52,3204.07,3207.26
1630370940,ETHUSD,1,3207.26,3211.64,3206.87,3211.41
1630371000,ETHUSD,1,3211.41,3211.44,3209.75,3210.93
1630371060,ETHUSD,1,3210.93,3213.36,3210.93,3212.74
1630371120,ETHUSD,1,3212.74,3212.87,3211.25,3211.3
1630371180,ETHUSD,1,3211.3,3215.13,3210.56,3215.13
1630371240,ETHUSD,1,3215.13,3215.13,3212.42,3212.67
1630371300,ETHUSD,1,3212.67,3213.01,3211.9,3213.01
1630371360,ETHUSD,1,3213.01,3213.54,3211.01,3211.06
1630371420,ETHUSD,1,3211.06,3211.6,3210.22,3210.38
1630371480,ETHUSD,1,3210.38,3211.48,3209.77,3211.48
1630371540,ETHUSD,1,3211.48,3213.95,3210.99,3213.95
