start_at,symbol,period,open,high,low,close
1633219200,ETHUSD,1,3389.99,3395.53,3388.71,3395.23
1633219260,ETHUSD,1,3395.23,3403.41,3394.93,3399.76
1633219320,ETHUSD,1,3399.76,3401.39,3396.22,3401.39
1633219380,ETHUSD,1,3401.39,3410.38,3401.19,3409.07
1633219440,ETHUSD,1,3409.07,3409.45,3404.81,3408.53
1633219500,ETHUSD,1,3408.53,3410.59,3407.35,3407.87
1633219560,ETHUSD,1,3407.87,3412.66,3407.25,3408.9
1633219620,ETHUSD,1,3408.9,3410.94,3407.48,3407.48
1633219680,ETHUSD,1,3407.48,3408.07,3403.67,3403.84
1633219740,ETHUSD,1,3403.84,3404.6,3399.37,3401.34
1633219800,ETHUSD,1,3401.34,3404.47,3400.41,3403.45
1633219860,ETHUSD,1,3403.45,3404.14,3401.78,3403.35
1633219920,ETHUSD,1,3403.35,3403.79,3399.49,3399.91
1633219980,ETHUSD,1,3399.91,3401.52,3397.53,3399.21
1633220040,ETHUSD,1,3399.21,3399.74,3397.25,3399.72
1633220100,ETHUSD,1,3399.72,3407.78,3399.41,3406.86
1633220160,ETHUSD,1,3406.86,3406.86,3402.44,3402.64
1633220220,ETHUSD,1,3402.64,3402.64,3398.99,3399.96
1633220280,ETHUSD,1,3399.96,3399.96,3396.26,3397.49
1633220340,ETHUSD,1,3397.49,3398.77,3396.57,3397.33
1633220400,ETHUSD,1,3397.33,3402.53,3397.33,3401.87
1633220460,ETHUSD,1,3401.87,3403.61,3399.91,3403.61
1633220520,ETHUSD,1,3403.61,3408.63,3402.96,3408.63
1633220580,ETHUSD,1,3408.63,3409.11,3407.29,3407.29
1633220640,ETHUSD,1,3407.29,3408.71,3406.42,3406.58
1633220700,ETHUSD,1,3406.58,3410.74,3405.99,3410.74
1633220760,ETHUSD,1,3410.74,3410.98,3407.95,3409.05
1633220820,ETHUSD,1,3409.05,3409.16,3405.82,3407.56
1633220880,ETHUSD,1,3407.56,3407.75,3402.98,3405.12
1633220940,ETHUSD,1,3405.12,3406.32,3403.25,3405.14
1633221000,ETHUSD,1,3405.14,3408.2,3404.93,3406.29
1633221060,ETHUSD,1,3406.29,3406.29,3398.53,3398.53
1633221120,ETHUSD,1,3398.53,3399.38,3393.03,3394.18
1633221180,ETHUSD,1,3394.18,3395.82,3390.32,3390.32
1633221240,ETHUSD,1,3390.32,3390.98,3388.22,3388.99
1633221300,ETHUSD,1,3388.99,3389.01,3383.42,3383.42
1633221360,ETHUSD,1,3383.42,3386.17,3383.24,3383.93
1633221420,ETHUSD,1,3383.93,3388.25,3382.57,3388.12
1633221480,ETHUSD,1,3388.12,3390.09,3387.78,3388.3
1633221540,ETHUSD,1,3388.3,3388.3,3382.2,3382.22
1633221600,ETHUSD,1,3382.22,3382.34,3378.59,3380.94
1633221660,ETHUSD,1,3380.94,3382.78,3377.66,3378.03
1633221720,ETHUSD,1,3378.03,3380.13,3377.47,3378.43
1633221780,ETHUSD,1,3378.43,3378.59,3375.93,3376.63
1633221840,ETHUSD,1,3376.63,3377.4,3374.63,3376.36
1633221900,ETHUSD,1,3376.36,3382.07,3375.12,3381.19
1633221960,ETHUSD,1,3381.19,3381.19,3374.61,3374.62
1633222020,ETHUSD,1,3374.62,3375.57,3362.52,3366.58
1633222080,ETHUSD,1,3366.58,3366.58,3354.03,3356.34
1633222140,ETHUSD,1,3356.34,3360.3,3356.34,3357.83
1633222200,ETHUSD,1,3357.83,3358.64,3345.0,3345.61
1633222260,ETHUSD,1,3345.61,3359.63,3345.61,3359.46
1633222320,ETHUSD,1,3359.46,3361.37,3354.77,3360.23
1633222380,ETHUSD,1,3360.23,3367.58,3360.23,3367.55
1633222440,ETHUSD,1,3367.55,3369.95,3362.96,3363.35
1633222500,ETHUSD,1,3363.35,3364.87,3360.76,3363.22
1633222560,ETHUSD,1,3363.22,3366.59,3362.75,3366.34
1633222620,ETHUSD,1,3366.34,3368.07,3366.2,3366.85
1633222680,ETHUSD,1,3366.85,3370.87,3366.64,3370.84
1633222740,ETHUSD,1,3370.84,3370.84,3365.86,3366.73
1633222800,ETHUSD,1,3366.73,3372.22,3365.59,3372.22
1633222860,ETHUSD,1,3372.22,3375.27,3371.77,3375.0
1633222920,ETHUSD,1,3375.0,3375.34,3374.81,3375.23
1633222980,ETHUSD,1,3375.23,3375.91,3375.01,3375.81
1633223040,ETHUSD,1,3375.81,3377.65,3375.03,3375.89
1633223100,ETHUSD,1,3375.89,3375.89,3372.14,3372.48
1633223160,ETHUSD,1,3372.48,3373.35,3371.52,3372.74
1633223220,ETHUSD,1,3372.74,3375.12,3372.74,3375.05
1633223280,ETHUSD,1,3375.05,3377.3,3374.65,3377.0
1633223340,ETHUSD,1,3377.0,3377.03,3374.98,3376.54
1633223400,ETHUSD,1,3376.54,3377.83,3376.2,3377.7
1633223460,ETHUSD,1,3377.7,3378.03,3374.48,3374.48
1633223520,ETHUSD,1,3374.48,3374.7,3371.88,3371.88
1633223580,ETHUSD,1,3371.88,3373.18,3370.52,3370.72
1633223640,ETHUSD,1,3370.72,3370.79,3369.18,3369.57
1633223700,ETHUSD,1,3369.57,3372.22,3367.75,3367.75
1633223760,ETHUSD,1,3367.75,3368.05,3363.18,3364.88
1633223820,ETHUSD,1,3364.88,3374.68,3364.88,3374.68
1633223880,ETHUSD,1,3374.68,3376.83,3374.14,3376.82
1633223940,ETHUSD,1,3376.82,3380.61,3376.3,3380.14
1633224000,ETHUSD,1,3380.14,3381.48,3379.55,3381.38
1633224060,ETHUSD,1,3381.38,3382.15,3377.0,3378.25
1633224120,ETHUSD,1,3378.25,3378.78,3375.0,3375.01
1633224180,ETHUSD,1,3375.01,3377.05,3375.01,3375.27
1633224240,ETHUSD,1,3375.27,3375.4,3368.99,3368.99
1633224300,ETHUSD,1,3368.99,3370.71,3366.51,3368.22
1633224360,ETHUSD,1,3368.22,3369.54,3367.08,3368.6
1633224420,ETHUSD,1,3368.6,3372.69,3367.06,3371.9
1633224480,ETHUSD,1,3371.9,3376.61,3371.9,3376.11
1633224540,ETHUSD,1,3376.11,3376.19,3374.54,3374.95
1633224600,ETHUSD,1,3374.95,3377.09,3372.15,3372.63
1633224660,ETHUSD,1,3372.63,3374.92,3371.76,3374.9
1633224720,ETHUSD,1,3374.9,3374.9,3372.09,3372.86
1633224780,ETHUSD,1,3372.86,3373.0,3370.65,3371.13
1633224840,ETHUSD,1,3371.13,3373.01,3369.96,3370.65
1633224900,ETHUSD,1,3370.65,3373.67,3369.14,3373.31
1633224960,ETHUSD,1,3373.31,3376.35,3373.31,3376.29
1633225020,ETHUSD,1,3376.29,3377.47,3375.43,3375.57
1633225080,ETHUSD,1,3375.57,3375.57,3373.12,3374.06
1633225140,ETHUSD,1,3374.06,3377.09,3373.63,3377.09
1633225200,ETHUSD,1,3377.09,3378.52,3376.42,3378.52
1633225260,ETHUSD,1,3378.52,3380.7,3378.29,3380.7
1633225320,ETHUSD,1,3380.7,3382.26,3380.06,3382.26
1633225380,ETHUSD,1,3382.26,3385.43,3382.24,3384.16
1633225440,ETHUSD,1,3384.16,3388.15,3379.43,3384.99
1633225500,ETHUSD,1,3384.99,3388.05,3384.91,3385.43
1633225560,ETHUSD,1,3385.43,3391.97,3385.07,3391.69
1633225620,ETHUSD,1,3391.69,3393.61,3391.31,3393.19
1633225680,ETHUSD,1,3393.19,3394.17,3392.01,3394.17
1633225740,ETHUSD,1,3394.17,3394.58,3392.05,3392.29
1633225800,ETHUSD,1,3392.29,3397.94,3392.29,3397.86
1633225860,ETHUSD,1,3397.86,3397.86,3395.27,3396.02
1633225920,ETHUSD,1,3396.02,3396.61,3394.04,3394.6
1633225980,ETHUSD,1,3394.6,3396.38,3393.68,3396.38
1633226040,ETHUSD,1,3396.38,3396.38,3394.05,3394.05
1633226100,ETHUSD,1,3394.05,3395.78,3391.58,3392.2
1633226160,ETHUSD,1,3392.2,3392.2,3389.27,3389.53
1633226220,ETHUSD,1,3389.53,3392.3,3389.53,3391.55
1633226280,ETHUSD,1,3391.55,3391.57,3390.89,3390.96
1633226340,ETHUSD,1,3390.96,3391.69,3389.55,3390.73
1633226400,ETHUSD,1,3390.73,3390.73,3387.78,3388.29
1633226460,ETHUSD,1,3388.29,3389.49,3387.12,3387.13
1633226520,ETHUSD,1,3387.13,3388.4,3386.55,3388.4
1633226580,ETHUSD,1,3388.4,3394.61,3388.4,3394.57
1633226640,ETHUSD,1,3394.57,3395.02,3392.53,3393.72
1633226700,ETHUSD,1,3393.72,3395.4,3392.61,3393.33
1633226760,ETHUSD,1,3393.33,3395.44,3392.6,3394.61
1633226820,ETHUSD,1,3394.61,3395.21,3393.65,3394.86
1633226880,ETHUSD,1,3394.86,3400.07,3394.71,3399.97
1633226940,ETHUSD,1,3399.97,3407.94,3399.53,3407.94
1633227000,ETHUSD,1,3407.94,3420.85,3407.94,3417.95
1633227060,ETHUSD,1,3417.95,3423.04,3417.78,3422.32
1633227120,ETHUSD,1,3422.32,3423.51,3420.13,3421.93
1633227180,ETHUSD,1,3421.93,3422.73,3420.85,3421.87
1633227240,ETHUSD,1,3421.87,3421.87,3420.39,3420.46
1633227300,ETHUSD,1,3420.46,3421.65,3418.3,3419.35
1633227360,ETHUSD,1,3419.35,3419.38,3416.51,3418.42
1633227420,ETHUSD,1,3418.42,3419.42,3416.29,3419.06
1633227480,ETHUSD,1,3419.06,3420.26,3417.48,3417.49
1633227540,ETHUSD,1,3417.49,3417.69,3415.08,3415.08
1633227600,ETHUSD,1,3415.08,3416.64,3412.84,3416.63
1633227660,ETHUSD,1,3416.63,3416.63,3413.82,3414.19
1633227720,ETHUSD,1,3414.19,3415.19,3412.53,3413.01
1633227780,ETHUSD,1,3413.01,3417.46,3412.53,3416.92
1633227840,ETHUSD,1,3416.92,3419.87,3415.66,3418.63
1633227900,ETHUSD,1,3418.63,3421.75,3418.63,3419.6
1633227960,ETHUSD,1,3419.6,3419.87,3416.49,3416.86
1633228020,ETHUSD,1,3416.86,3419.68,3416.1,3419.68
1633228080,ETHUSD,1,3419.68,3425.5,3419.68,3424.86
1633228140,ETHUSD,1,3424.86,3425.34,3424.14,3424.97
1633228200,ETHUSD,1,3424.97,3425.32,3423.39,3423.7
1633228260,ETHUSD,1,3423.7,3423.7,3421.75,3422.33
1633228320,ETHUSD,1,3422.33,3422.33,3418.75,3419.56
1633228380,ETHUSD,1,3419.56,3421.55,3414.64,3415.23
1633228440,ETHUSD,1,3415.23,3416.87,3415.21,3416.86
1633228500,ETHUSD,1,3416.86,3416.86,3415.1,3415.21
1633228560,ETHUSD,1,3415.21,3415.21,3413.89,3414.83
1633228620,ETHUSD,1,3414.83,3415.87,3413.52,3413.71
1633228680,ETHUSD,1,3413.71,3413.71,3411.06,3411.3
1633228740,ETHUSD,1,3411.3,3413.56,3409.85,3410.16
1633228800,ETHUSD,1,3410.16,3412.96,3410.09,3412.96
1633228860,ETHUSD,1,3412.96,3412.96,3410.53,3410.6
1633228920,ETHUSD,1,3410.6,3411.03,3403.29,3408.34
1633228980,ETHUSD,1,3408.34,3408.41,3405.19,3405.43
1633229040,ETHUSD,1,3405.43,3406.37,3404.89,3406.37
1633229100,ETHUSD,1,3406.37,3407.43,3406.24,3406.96
1633229160,ETHUSD,1,3406.96,3406.96,3402.12,3402.12
1633229220,ETHUSD,1,3402.12,3403.28,3401.91,3403.24
1633229280,ETHUSD,1,3403.24,3403.27,3401.67,3401.68
1633229340,ETHUSD,1,3401.68,3402.87,3401.61,3401.75
1633229400,ETHUSD,1,3401.75,3403.79,3401.75,3401.79
1633229460,ETHUSD,1,3401.79,3401.79,3396.88,3397.69
1633229520,ETHUSD,1,3397.69,3399.97,3397.69,3398.22
1633229580,ETHUSD,1,3398.22,3403.38,3397.68,3403.38
1633229640,ETHUSD,1,3403.38,3408.06,3403.21,3408.03
1633229700,ETHUSD,1,3408.03,3408.03,3404.63,3404.65
1633229760,ETHUSD,1,3404.65,3404.7,3399.76,3400.78
1633229820,ETHUSD,1,3400.78,3403.76,3400.78,3402.56
1633229880,ETHUSD,1,3402.56,3404.45,3401.95,3401.95
1633229940,ETHUSD,1,3401.95,3402.02,3399.68,3400.37
1633230000,ETHUSD,1,3400.37,3402.02,3397.41,3397.98
1633230060,ETHUSD,1,3397.98,3398.72,3397.61,3397.92
1633230120,ETHUSD,1,3397.92,3397.97,3396.78,3396.78
1633230180,ETHUSD,1,3396.78,3398.24,3396.51,3397.36
1633230240,ETHUSD,1,3397.36,3397.47,3396.42,3396.93
1633230300,ETHUSD,1,3396.93,3396.93,3395.4,3395.47
1633230360,ETHUSD,1,3395.47,3395.8,3393.87,3395.08
1633230420,ETHUSD,1,3395.08,3395.6,3394.81,3394.85
1633230480,ETHUSD,1,3394.85,3395.15,3392.83,3392.83
1633230540,ETHUSD,1,3392.83,3392.83,3391.22,3391.69
1633230600,ETHUSD,1,3391.69,3393.81,3391.46,3393.76
1633230660,ETHUSD,1,3393.76,3395.7,3393.64,3395.56
1633230720,ETHUSD,1,3395.56,3395.56,3393.5,3393.84
1633230780,ETHUSD,1,3393.84,3395.59,3393.74,3395.59
1633230840,ETHUSD,1,3395.59,3398.26,3395.59,3395.69
1633230900,ETHUSD,1,3395.69,3395.69,3392.41,3392.78
1633230960,ETHUSD,1,3392.78,3394.09,3392.48,3393.56
1633231020,ETHUSD,1,3393.56,3398.34,3393.49,3398.34
1633231080,ETHUSD,1,3398.34,3399.26,3397.32,3398.33
1633231140,ETHUSD,1,3398.33,3400.88,3397.99,3399.69
1633231200,ETHUSD,1,3399.69,3400.01,3388.62,3389.34
1633231260,ETHUSD,1,3389.34,3390.03,3385.1,3385.34
1633231320,ETHUSD,1,3385.34,3386.65,3383.97,3386.65
1633231380,ETHUSD,1,3386.65,3388.19,3386.04,3388.19
1633231440,ETHUSD,1,3388.19,3388.96,3388.08,3388.33
1633231500,ETHUSD,1,3388.33,3388.47,3385.15,3385.15
1633231560,ETHUSD,1,3385.15,3385.15,3384.44,3384.69
1633231620,ETHUSD,1,3384.69,3385.81,3383.96,3384.92
1633231680,ETHUSD,1,3384.92,3385.57,3383.87,3384.17
1633231740,ETHUSD,1,3384.17,3385.91,3384.04,3385.54
1633231800,ETHUSD,1,3385.54,3389.18,3385.54,3388.17
1633231860,ETHUSD,1,3388.17,3389.01,3387.93,3388.43
1633231920,ETHUSD,1,3388.43,3388.8,3386.9,3386.9
1633231980,ETHUSD,1,3386.9,3386.9,3386.16,3386.62
1633232040,ETHUSD,1,3386.62,3388.27,3386.62,3388.12
1633232100,ETHUSD,1,3388.12,3388.2,3386.26,3386.26
1633232160,ETHUSD,1,3386.26,3388.5,3386.26,3388.44
1633232220,ETHUSD,1,3388.44,3389.06,3387.72,3388.41
1633232280,ETHUSD,1,3388.41,3388.41,3385.77,3385.88
1633232340,ETHUSD,1,3385.88,3386.4,3385.29,3386.4
1633232400,ETHUSD,1,3386.4,3388.01,3386.22,3387.95
1633232460,ETHUSD,1,3387.95,3390.32,3387.79,3390.32
1633232520,ETHUSD,1,3390.32,3391.31,3390.17,3391.26
1633232580,ETHUSD,1,3391.26,3391.58,3390.21,3391.58
1633232640,ETHUSD,1,3391.58,3393.9,3391.28,3393.66
1633232700,ETHUSD,1,3393.66,3393.89,3389.42,3389.63
1633232760,ETHUSD,1,3389.63,3390.73,3387.77,3387.92
1633232820,ETHUSD,1,3387.92,3390.83,3387.7,3390.36
1633232880,ETHUSD,1,3390.36,3391.21,3385.16,3386.91
1633232940,ETHUSD,1,3386.91,3388.61,3386.2,3387.64
1633233000,ETHUSD,1,3387.64,3389.63,3387.59,3389.63
1633233060,ETHUSD,1,3389.63,3393.86,3389.49,3393.86
1633233120,ETHUSD,1,3393.86,3395.75,3393.78,3395.21
1633233180,ETHUSD,1,3395.21,3405.16,3395.05,3402.75
1633233240,ETHUSD,1,3402.75,3402.75,3399.29,3399.44
1633233300,ETHUSD,1,3399.44,3403.6,3398.43,3403.6
1633233360,ETHUSD,1,3403.6,3406.68,3403.6,3406.68
1633233420,ETHUSD,1,3406.68,3407.82,3404.79,3405.45
1633233480,ETHUSD,1,3405.45,3407.17,3403.89,3405.25
1633233540,ETHUSD,1,3405.25,3406.02,3404.06,3406.02
1633233600,ETHUSD,1,3406.02,3406.93,3402.49,3402.86
1633233660,ETHUSD,1,3402.86,3402.89,3398.88,3399.09
1633233720,ETHUSD,1,3399.09,3399.63,3397.8,3398.66
1633233780,ETHUSD,1,3398.66,3399.83,3397.24,3397.53
1633233840,ETHUSD,1,3397.53,3397.7,3395.49,3396.22
1633233900,ETHUSD,1,3396.22,3400.62,3396.2,3400.08
1633233960,ETHUSD,1,3400.08,3400.72,3399.09,3400.71
1633234020,ETHUSD,1,3400.71,3401.12,3398.97,3398.97
1633234080,ETHUSD,1,3398.97,3401.51,3398.38,3401.4
1633234140,ETHUSD,1,3401.4,3403.29,3401.13,3403.29
1633234200,ETHUSD,1,3403.29,3404.08,3401.68,3402.2
1633234260,ETHUSD,1,3402.2,3403.25,3401.71,3402.87
1633234320,ETHUSD,1,3402.87,3403.66,3402.73,3403.36
1633234380,ETHUSD,1,3403.36,3406.3,3403.36,3406.3
1633234440,ETHUSD,1,3406.3,3408.21,3406.17,3407.66
1633234500,ETHUSD,1,3407.66,3408.64,3403.45,3403.45
1633234560,ETHUSD,1,3403.45,3404.81,3402.21,3402.24
1633234620,ETHUSD,1,3402.24,3402.99,3401.94,3402.39
1633234680,ETHUSD,1,3402.39,3403.09,3400.85,3400.86
1633234740,ETHUSD,1,3400.86,3401.16,3399.85,3399.85
1633234800,ETHUSD,1,3399.85,3400.9,3398.22,3399.46
1633234860,ETHUSD,1,3399.46,3402.34,3399.46,3402.23
1633234920,ETHUSD,1,3402.23,3402.23,3398.87,3399.92
1633234980,ETHUSD,1,3399.92,3402.67,3399.73,3402.41
1633235040,ETHUSD,1,3402.41,3402.41,3400.09,3400.44
1633235100,ETHUSD,1,3400.44,3400.44,3398.42,3398.5
1633235160,ETHUSD,1,3398.5,3399.78,3397.98,3398.32
1633235220,ETHUSD,1,3398.32,3399.91,3398.32,3399.75
1633235280,ETHUSD,1,3399.75,3400.17,3397.89,3397.95
1633235340,ETHUSD,1,3397.95,3399.87,3397.95,3399.53
1633235400,ETHUSD,1,3399.53,3399.87,3398.12,3398.6
1633235460,ETHUSD,1,3398.6,3398.93,3398.08,3398.09
1633235520,ETHUSD,1,3398.09,3398.57,3397.09,3397.09
1633235580,ETHUSD,1,3397.09,3400.54,3396.85,3400.29
1633235640,ETHUSD,1,3400.29,3401.49,3399.92,3400.48
1633235700,ETHUSD,1,3400.48,3400.48,3397.13,3397.7
1633235760,ETHUSD,1,3397.7,3398.63,3397.14,3398.63
1633235820,ETHUSD,1,3398.63,3399.64,3398.24,3399.51
1633235880,ETHUSD,1,3399.51,3402.29,3398.34,3402.18
1633235940,ETHUSD,1,3402.18,3407.71,3402.18,3406.24
1633236000,ETHUSD,1,3406.24,3406.4,3402.73,3402.82
1633236060,ETHUSD,1,3402.82,3402.82,3399.23,3399.63
1633236120,ETHUSD,1,3399.63,3399.69,3398.36,3399.26
1633236180,ETHUSD,1,3399.26,3400.11,3397.88,3398.83
1633236240,ETHUSD,1,3398.83,3400.02,3398.07,3399.52
1633236300,ETHUSD,1,3399.52,3400.01,3399.04,3399.8
1633236360,ETHUSD,1,3399.8,3403.05,3399.8,3401.79
1633236420,ETHUSD,1,3401.79,3403.64,3401.79,3403.31
1633236480,ETHUSD,1,3403.31,3404.42,3401.72,3403.9
1633236540,ETHUSD,1,3403.9,3405.89,3403.76,3405.87
1633236600,ETHUSD,1,3405.87,3408.86,3405.79,3406.17
1633236660,ETHUSD,1,3406.17,3406.24,3402.43,3402.43
1633236720,ETHUSD,1,3402.43,3402.76,3401.38,3401.49
1633236780,ETHUSD,1,3401.49,3402.34,3400.94,3402.34
1633236840,ETHUSD,1,3402.34,3402.43,3401.01,3402.22
1633236900,ETHUSD,1,3402.22,3402.23,3401.09,3401.44
1633236960,ETHUSD,1,3401.44,3402.23,3400.01,3400.02
1633237020,ETHUSD,1,3400.02,3400.03,3399.77,3399.85
1633237080,ETHUSD,1,3399.85,3400.01,3398.34,3399.46
1633237140,ETHUSD,1,3399.46,3399.56,3398.6,3399.2
1633237200,ETHUSD,1,3399.2,3399.3,3397.35,3397.94
1633237260,ETHUSD,1,3397.94,3400.04,3397.94,3398.72
1633237320,ETHUSD,1,3398.72,3399.62,3397.23,3397.63
1633237380,ETHUSD,1,3397.63,3399.0,3396.62,3399.0
1633237440,ETHUSD,1,3399.0,3402.64,3399.0,3402.64
1633237500,ETHUSD,1,3402.64,3408.79,3402.64,3408.36
1633237560,ETHUSD,1,3408.36,3409.31,3407.22,3407.32
1633237620,ETHUSD,1,3407.32,3407.32,3405.83,3405.89
1633237680,ETHUSD,1,3405.89,3407.44,3405.78,3407.44
1633237740,ETHUSD,1,3407.44,3411.14,3407.44,3411.14
1633237800,ETHUSD,1,3411.14,3411.35,3409.17,3409.35
1633237860,ETHUSD,1,3409.35,3410.39,3408.73,3408.98
1633237920,ETHUSD,1,3408.98,3409.08,3406.78,3406.79
1633237980,ETHUSD,1,3406.79,3408.34,3406.72,3407.5
1633238040,ETHUSD,1,3407.5,3407.66,3406.52,3406.65
1633238100,ETHUSD,1,3406.65,3408.61,3405.92,3405.95
1633238160,ETHUSD,1,3405.95,3405.95,3402.77,3402.77
1633238220,ETHUSD,1,3402.77,3402.77,3400.91,3401.03
1633238280,ETHUSD,1,3401.03,3402.08,3400.92,3401.17
1633238340,ETHUSD,1,3401.17,3401.53,3400.11,3401.27
1633238400,ETHUSD,1,3401.27,3403.21,3401.26,3403.21
1633238460,ETHUSD,1,3403.21,3404.85,3403.21,3404.69
1633238520,ETHUSD,1,3404.69,3408.58,3404.69,3408.58
1633238580,ETHUSD,1,3408.58,3409.02,3407.08,3407.4
1633238640,ETHUSD,1,3407.4,3408.85,3406.04,3406.08
1633238700,ETHUSD,1,3406.08,3407.93,3405.45,3405.45
1633238760,ETHUSD,1,3405.45,3406.73,3405.28,3405.3
1633238820,ETHUSD,1,3405.3,3411.82,3405.3,3411.82
1633238880,ETHUSD,1,3411.82,3413.8,3411.53,3412.38
1633238940,ETHUSD,1,3412.38,3412.64,3409.75,3409.99
1633239000,ETHUSD,1,3409.99,3415.57,3409.4,3415.52
1633239060,ETHUSD,1,3415.52,3419.98,3415.5,3419.28
1633239120,ETHUSD,1,3419.28,3423.51,3418.88,3421.4
1633239180,ETHUSD,1,3421.4,3425.21,3420.61,3424.16
1633239240,ETHUSD,1,3424.16,3425.4,3423.92,3425.19
1633239300,ETHUSD,1,3425.19,3425.23,3422.92,3422.92
1633239360,ETHUSD,1,3422.92,3422.92,3419.01,3419.41
1633239420,ETHUSD,1,3419.41,3422.28,3419.41,3422.28
1633239480,ETHUSD,1,3422.28,3425.74,3422.28,3423.55
1633239540,ETHUSD,1,3423.55,3424.99,3423.25,3424.64
1633239600,ETHUSD,1,3424.64,3425.68,3424.02,3424.29
1633239660,ETHUSD,1,3424.29,3424.38,3423.01,3423.36
1633239720,ETHUSD,1,3423.36,3423.36,3421.4,3422.22
1633239780,ETHUSD,1,3422.22,3423.95,3421.95,3423.4
1633239840,ETHUSD,1,3423.4,3423.79,3422.01,3422.12
