start_at,symbol,period,open,high,low,close
1667520000,ETHUSD,1,1530.93,1531.15,1530.44,1530.83
1667520060,ETHUSD,1,1530.83,1531.87,1530.7,1531.62
1667520120,ETHUSD,1,1531.62,1531.71,1530.05,1530.44
1667520180,ETHUSD,1,1530.44,1531.01,1529.57,1529.6
1667520240,ETHUSD,1,1529.6,1529.74,1528.92,1529.44
1667520300,ETHUSD,1,1529.44,1530.9,1529.43,1529.58
1667520360,ETHUSD,1,1529.58,1529.88,1529.07,1529.25
1667520420,ETHUSD,1,1529.25,1530.43,1528.88,1529.7
1667520480,ETHUSD,1,1529.7,1529.81,1528.7,1528.77
1667520540,ETHUSD,1,1528.77,1529.07,1528.65,1529.0
1667520600,ETHUSD,1,1529.0,1529.01,1528.28,1528.68
1667520660,ETHUSD,1,1528.68,1530.96,1528.59,1529.64
1667520720,ETHUSD,1,1529.64,1530.98,1529.6,1530.98
1667520780,ETHUSD,1,1530.98,1532.72,1530.84,1532.69
1667520840,ETHUSD,1,1532.69,1533.07,1532.25,1532.27
1667520900,ETHUSD,1,1532.27,1533.29,1531.27,1533.27
1667520960,ETHUSD,1,1533.27,1533.49,1532.91,1532.99
1667521020,ETHUSD,1,1532.99,1533.2,1531.28,1533.18
1667521080,ETHUSD,1,1533.18,1533.78,1533.07,1533.73
1667521140,ETHUSD,1,1533.73,1536.75,1533.57,1536.53
1667521200,ETHUSD,1,1536.53,1537.87,1536.0,1536.17
1667521260,ETHUSD,1,1536.17,1537.15,1535.45,1536.92
1667521320,ETHUSD,1,1536.92,1539.19,1536.86,1538.94
1667521380,ETHUSD,1,1538.94,1539.67,1537.65,1538.63
1667521440,ETHUSD,1,1538.63,1539.49,1538.15,1539.24
1667521500,ETHUSD,1,1539.24,1539.32,1538.24,1538.57
1667521560,ETHUSD,1,1538.57,1538.72,1537.74,1538.69
1667521620,ETHUSD,1,1538.69,1538.76,1538.12,1538.36
1667521680,ETHUSD,1,1538.36,1539.38,1538.04,1538.95
1667521740,ETHUSD,1,1538.95,1539.09,1538.34,1538.42
1667521800,ETHUSD,1,1538.42,1539.34,1538.21,1539.34
1667521860,ETHUSD,1,1539.34,1539.66,1538.83,1539.12
1667521920,ETHUSD,1,1539.12,1540.01,1539.07,1539.9
1667521980,ETHUSD,1,1539.9,1540.0,1539.23,1539.42
1667522040,ETHUSD,1,1539.42,1540.23,1539.35,1540.0
1667522100,ETHUSD,1,1540.0,1540.46,1539.8,1540.25
1667522160,ETHUSD,1,1540.25,1540.58,1538.03,1538.26
1667522220,ETHUSD,1,1538.26,1538.43,1536.34,1537.02
1667522280,ETHUSD,1,1537.02,1537.41,1536.11,1537.41
1667522340,ETHUSD,1,1537.41,1537.97,1536.26,1536.3
1667522400,ETHUSD,1,1536.3,1536.97,1536.17,1536.69
1667522460,ETHUSD,1,1536.69,1536.73,1536.05,1536.23
1667522520,ETHUSD,1,1536.23,1536.89,1535.87,1535.88
1667522580,ETHUSD,1,1535.88,1535.88,1534.72,1535.71
1667522640,ETHUSD,1,1535.71,1536.61,1535.21,1535.27
1667522700,ETHUSD,1,1535.27,1536.12,1534.99,1536.06
1667522760,ETHUSD,1,1536.06,1536.64,1535.94,1536.52
1667522820,ETHUSD,1,1536.52,1537.04,1536.31,1536.67
1667522880,ETHUSD,1,1536.67,1537.71,1536.62,1537.47
1667522940,ETHUSD,1,1537.47,1537.97,1537.41,1537.97
1667523000,ETHUSD,1,1537.97,1539.64,1537.79,1538.53
1667523060,ETHUSD,1,1538.53,1538.87,1538.29,1538.84
1667523120,ETHUSD,1,1538.84,1538.99,1538.37,1538.7
1667523180,ETHUSD,1,1538.7,1539.28,1538.59,1539.15
1667523240,ETHUSD,1,1539.15,1539.81,1539.05,1539.57
1667523300,ETHUSD,1,1539.57,1540.16,1538.77,1540.16
1667523360,ETHUSD,1,1540.16,1540.32,1540.04,1540.18
1667523420,ETHUSD,1,1540.18,1540.29,1539.44,1539.47
1667523480,ETHUSD,1,1539.47,1540.04,1538.85,1538.99
1667523540,ETHUSD,1,1538.99,1539.08,1538.67,1538.72
1667523600,ETHUSD,1,1538.72,1540.26,1538.61,1540.22
1667523660,ETHUSD,1,1540.22,1540.32,1539.75,1540.08
1667523720,ETHUSD,1,1540.08,1540.52,1539.94,1540.38
1667523780,ETHUSD,1,1540.38,1540.44,1539.8,1540.04
1667523840,ETHUSD,1,1540.04,1542.09,1539.73,1541.55
1667523900,ETHUSD,1,1541.55,1543.57,1541.19,1542.8
1667523960,ETHUSD,1,1542.8,1543.33,1542.56,1542.66
1667524020,ETHUSD,1,1542.66,1542.73,1542.05,1542.1
1667524080,ETHUSD,1,1542.1,1542.48,1541.76,1542.48
1667524140,ETHUSD,1,1542.48,1542.84,1541.86,1542.02
1667524200,ETHUSD,1,1542.02,1542.14,1541.73,1541.98
1667524260,ETHUSD,1,1541.98,1542.44,1539.89,1540.07
1667524320,ETHUSD,1,1540.07,1540.58,1539.86,1540.57
1667524380,ETHUSD,1,1540.57,1540.94,1539.89,1539.91
1667524440,ETHUSD,1,1539.91,1539.98,1539.24,1539.3
1667524500,ETHUSD,1,1539.3,1539.94,1538.81,1538.89
1667524560,ETHUSD,1,1538.89,1538.89,1538.03,1538.07
1667524620,ETHUSD,1,1538.07,1538.13,1537.26,1538.09
1667524680,ETHUSD,1,1538.09,1538.65,1537.44,1537.45
1667524740,ETHUSD,1,1537.45,1538.03,1537.37,1537.97
1667524800,ETHUSD,1,1537.97,1538.23,1537.96,1538.11
1667524860,ETHUSD,1,1538.11,1538.14,1537.05,1537.63
1667524920,ETHUSD,1,1537.63,1537.73,1537.44,1537.63
1667524980,ETHUSD,1,1537.63,1539.28,1537.53,1538.82
1667525040,ETHUSD,1,1538.82,1538.86,1537.36,1537.43
1667525100,ETHUSD,1,1537.43,1538.12,1537.32,1537.56
1667525160,ETHUSD,1,1537.56,1537.73,1537.11,1537.13
1667525220,ETHUSD,1,1537.13,1537.61,1536.98,1537.53
1667525280,ETHUSD,1,1537.53,1537.65,1536.41,1536.45
1667525340,ETHUSD,1,1536.45,1536.85,1536.29,1536.84
1667525400,ETHUSD,1,1536.84,1537.65,1536.5,1537.62
1667525460,ETHUSD,1,1537.62,1538.5,1537.17,1537.21
1667525520,ETHUSD,1,1537.21,1537.22,1536.3,1536.58
1667525580,ETHUSD,1,1536.58,1538.42,1536.5,1538.16
1667525640,ETHUSD,1,1538.16,1538.74,1537.54,1537.61
1667525700,ETHUSD,1,1537.61,1539.12,1537.55,1538.98
1667525760,ETHUSD,1,1538.98,1539.08,1538.6,1538.67
1667525820,ETHUSD,1,1538.67,1539.86,1538.59,1539.66
1667525880,ETHUSD,1,1539.66,1539.71,1538.68,1538.75
1667525940,ETHUSD,1,1538.75,1538.85,1538.36,1538.56
1667526000,ETHUSD,1,1538.56,1538.61,1537.74,1537.88
1667526060,ETHUSD,1,1537.88,1537.96,1537.41,1537.46
1667526120,ETHUSD,1,1537.46,1537.66,1537.4,1537.52
1667526180,ETHUSD,1,1537.52,1537.57,1537.01,1537.11
1667526240,ETHUSD,1,1537.11,1538.14,1536.87,1537.67
1667526300,ETHUSD,1,1537.67,1537.8,1537.25,1537.8
1667526360,ETHUSD,1,1537.8,1538.35,1537.76,1538.33
1667526420,ETHUSD,1,1538.33,1538.93,1538.23,1538.82
1667526480,ETHUSD,1,1538.82,1538.88,1538.26,1538.83
1667526540,ETHUSD,1,1538.83,1539.16,1538.69,1539.15
1667526600,ETHUSD,1,1539.15,1539.24,1538.5,1538.55
1667526660,ETHUSD,1,1538.55,1538.66,1538.05,1538.11
1667526720,ETHUSD,1,1538.11,1538.21,1537.72,1537.81
1667526780,ETHUSD,1,1537.81,1538.03,1537.31,1537.99
1667526840,ETHUSD,1,1537.99,1538.88,1537.96,1538.56
1667526900,ETHUSD,1,1538.56,1538.58,1538.02,1538.08
1667526960,ETHUSD,1,1538.08,1538.1,1536.69,1536.99
1667527020,ETHUSD,1,1536.99,1537.92,1536.95,1537.32
1667527080,ETHUSD,1,1537.32,1538.32,1537.3,1538.27
1667527140,ETHUSD,1,1538.27,1538.64,1538.25,1538.37
1667527200,ETHUSD,1,1538.37,1539.17,1538.22,1539.08
1667527260,ETHUSD,1,1539.08,1539.34,1538.76,1539.27
1667527320,ETHUSD,1,1539.27,1539.61,1539.2,1539.49
1667527380,ETHUSD,1,1539.49,1539.87,1539.37,1539.8
1667527440,ETHUSD,1,1539.8,1539.85,1539.32,1539.45
1667527500,ETHUSD,1,1539.45,1539.46,1538.91,1539.1
1667527560,ETHUSD,1,1539.1,1539.27,1537.58,1537.82
1667527620,ETHUSD,1,1537.82,1539.88,1537.74,1539.87
1667527680,ETHUSD,1,1539.87,1541.23,1539.67,1540.9
1667527740,ETHUSD,1,1540.9,1541.3,1540.57,1540.57
1667527800,ETHUSD,1,1540.57,1540.57,1539.81,1539.83
1667527860,ETHUSD,1,1539.83,1540.02,1539.5,1540.0
1667527920,ETHUSD,1,1540.0,1541.62,1539.92,1541.0
1667527980,ETHUSD,1,1541.0,1541.85,1540.57,1541.66
1667528040,ETHUSD,1,1541.66,1543.18,1541.54,1543.14
1667528100,ETHUSD,1,1543.14,1544.36,1542.66,1543.04
1667528160,ETHUSD,1,1543.04,1543.06,1541.05,1541.31
1667528220,ETHUSD,1,1541.31,1542.27,1541.18,1542.25
1667528280,ETHUSD,1,1542.25,1542.41,1541.83,1541.92
1667528340,ETHUSD,1,1541.92,1543.36,1541.32,1541.33
1667528400,ETHUSD,1,1541.33,1541.35,1539.78,1539.79
1667528460,ETHUSD,1,1539.79,1540.74,1539.52,1540.65
1667528520,ETHUSD,1,1540.65,1541.48,1540.62,1541.09
1667528580,ETHUSD,1,1541.09,1541.26,1539.85,1540.99
1667528640,ETHUSD,1,1540.99,1541.63,1540.97,1541.62
1667528700,ETHUSD,1,1541.62,1542.32,1541.58,1542.25
1667528760,ETHUSD,1,1542.25,1542.46,1541.6,1542.34
1667528820,ETHUSD,1,1542.34,1542.93,1542.34,1542.93
